Name,Kilometers,Fuel_Clean,Price_clean,Year,Brand,Model,Features
2022 Mahindra XUV700 AX 7 Petrol MT 7 STR [2021],69164,Petrol,1578000.0,2022,Mahindra,XUV700,AX 7 Petrol MT 7 STR [2021]
2016 Maruti Suzuki Swift VDi,76467,Diesel,476999.0,2016,Maruti Suzuki,Swift,VDi
2024 Toyota Innova Hycross ZX (O) Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR,18000,Petrol,3600000.0,2024,Toyota,Innova Hycross,ZX (O) Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR
2021 Tata Altroz XZ (O) i-Turbo Petrol,28623,Petrol,710000.0,2021,Tata,Altroz,XZ (O) i-Turbo Petrol
2017 Ford Ecosport Ambiente 1.5L Ti-VCT,48796,Petrol,581000.0,2017,Ford,Ecosport,Ambiente 1.5L Ti-VCT
2017 Maruti Suzuki DZire ZXi Plus AMT,55785,Petrol,585000.0,2017,Maruti Suzuki,DZire,ZXi Plus AMT
2019 Maruti Suzuki DZire ZDi,56188,Diesel,713000.0,2019,Maruti Suzuki,DZire,ZDi
2022 Mahindra Thar LX Hard Top Petrol MT 4WD,44518,Petrol,1159000.0,2022,Mahindra,Thar,LX Hard Top Petrol MT 4WD
2024 Mahindra XUV700 AX7 2WD Petrol 2.0L Turbo Manual 7 STR,17665,Petrol,2022000.0,2024,Mahindra,XUV700,AX7 2WD Petrol 2.0L Turbo Manual 7 STR
2021 Mahindra Thar LX Hard Top Petrol AT 4WD,20004,Petrol,1210000.0,2021,Mahindra,Thar,LX Hard Top Petrol AT 4WD
2021 Tata Tiago Revotron XZA Plus,26039,Petrol,532000.0,2021,Tata,Tiago,Revotron XZA Plus
2021 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],60996,Diesel,1275000.0,2021,Mahindra,Thar,LX Hard Top Diesel AT 4WD [2023]
2022 Hyundai Elite i20 Sportz 1.5 MT Diesel,45000,Diesel,844999.0,2022,Hyundai,Elite i20,Sportz 1.5 MT Diesel
2020 Tata Tiago XZ Plus [2020-2023],35897,Petrol,509000.0,2020,Tata,Tiago,XZ Plus [2020-2023]
2013 Maruti Suzuki Swift VXi,40510,Petrol,367000.0,2013,Maruti Suzuki,Swift,VXi
2012 Maruti Suzuki Swift VXi,62746,Petrol,338000.0,2012,Maruti Suzuki,Swift,VXi
2020 Tata Tiago XZA Plus Dual Tone [2023-2025],21780,Petrol,573000.0,2020,Tata,Tiago,XZA Plus Dual Tone [2023-2025]
2022 Mercedes-Benz AMG A35 Limousine 4MATIC [2021-2023],9000,Petrol,4900000.0,2022,Mercedes-Benz,AMG,A35 Limousine 4MATIC [2021-2023]
2024 Tata Altroz XZA Plus (S) Lux Petrol,7246,Petrol,948000.0,2024,Tata,Altroz,XZA Plus (S) Lux Petrol
2021 Nissan Magnite XV Premium Turbo (O) [2020-2022],68776,Petrol,654000.0,2021,Nissan,Magnite,XV Premium Turbo (O) [2020-2022]
2022 Renault Triber RXZ EASY-R AMT,43768,Petrol,649000.0,2022,Renault,Triber,RXZ EASY-R AMT
2024 Toyota Glanza V AMT,1500,Petrol,1050000.0,2024,Toyota,Glanza,V AMT
2023 Tata Tiago Revotron XZA Plus,30825,Petrol,572000.0,2023,Tata,Tiago,Revotron XZA Plus
2019 Hyundai Verna Fluidic 1.6 VTVT SX,33499,Petrol,805000.0,2019,Hyundai,Verna,Fluidic 1.6 VTVT SX
2020 Kia Seltos HTK 1.5 [2020-2021],66000,Petrol,925000.0,2020,Kia,Seltos,HTK 1.5 [2020-2021]
2016 Maruti Suzuki Swift VDi ABS [2014-2017],61195,Diesel,486000.0,2016,Maruti Suzuki,Swift,VDi ABS [2014-2017]
2017 Tata Tiago Revotron XZ,76023,Petrol,375000.0,2017,Tata,Tiago,Revotron XZ
2021 Maruti Suzuki Ertiga ZXi AT,22454,Petrol,998000.0,2021,Maruti Suzuki,Ertiga,ZXi AT
2022 Kia Carens Luxury Plus 1.4 Petrol 7 STR,56241,Petrol,1347000.0,2022,Kia,Carens,Luxury Plus 1.4 Petrol 7 STR
2020 MG Hector Smart 2.0 Diesel [2019-2020],80542,Diesel,1050000.0,2020,MG,Hector,Smart 2.0 Diesel [2019-2020]
2023 MG ZS EV Exclusive,12714,Electric,1350000.0,2023,MG,ZS,EV Exclusive
2024 Land Rover Range Rover Velar HSE Dynamic 2.0 Petrol,20000,Petrol,7700000.0,2024,Land Rover,Range Rover Velar,HSE Dynamic 2.0 Petrol
2021 MG Hector Sharp 1.5 Petrol CVT,61120,Petrol,1450000.0,2021,MG,Hector,Sharp 1.5 Petrol CVT
2019 BMW 3-Series 320d Luxury Line,49000,Diesel,3400000.0,2019,BMW,3-Series,320d Luxury Line
2015 Maruti Suzuki Swift VXi,41057,Petrol,437000.0,2015,Maruti Suzuki,Swift,VXi
2011 Land Rover Range Rover Sport 3.0 TDV6,72000,Diesel,2600000.0,2011,Land Rover,Range Rover Sport,3.0 TDV6
2018 Land Rover Range Rover SWB Vogue SE,52000,Diesel,14000000.0,2018,Land Rover,Range Rover,SWB Vogue SE
2006 Audi A8 L 4.2 FSI quattro,73000,Petrol,1600000.0,2006,Audi,A8,L 4.2 FSI quattro
2017 BMW 5-Series 530d M Sport [2017-2019],23000,Diesel,4000000.0,2017,BMW,5-Series,530d M Sport [2017-2019]
2019 Audi Q7 45 TDI Technology Pack,80000,Diesel,5800000.0,2019,Audi,Q7,45 TDI Technology Pack
2017 Mercedes-Benz GLS 350 d,90000,Diesel,4900000.0,2017,Mercedes-Benz,GLS,350 d
2016 BMW 5-Series 520d M Sport,45000,Diesel,2700000.0,2016,BMW,5-Series,520d M Sport
2018 BMW 5-Series 520d Luxury Line [2017-2019],62000,Diesel,3500000.0,2018,BMW,5-Series,520d Luxury Line [2017-2019]
2017 Jaguar XF Portfolio Petrol CBU,47000,Petrol,2400000.0,2017,Jaguar,XF,Portfolio Petrol CBU
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,109000 ,Diesel,2600000.0,2019,Ford,Endeavour,Titanium Plus 3.2 4x4 AT
2020 Land Rover Range Rover Sport SDV6 SE,57000,Diesel,9200000.0,2020,Land Rover,Range Rover Sport,SDV6 SE
2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],42000,Diesel,4500000.0,2019,Mercedes-Benz,GLC,220d 4MATIC Progressive [2019-2021]
2022 Land Rover Range Rover Velar S R-Dynamic 2.0 Diesel,21000,Diesel,7800000.0,2022,Land Rover,Range Rover Velar,S R-Dynamic 2.0 Diesel
2018 BMW X1 sDrive20d xLine,68000,Diesel,2100000.0,2018,BMW,X1,sDrive20d xLine
2016 Mercedes-Benz GLE Coupe 43 AMG 4Matic 2016,70000,Petrol,5200000.0,2016,Mercedes-Benz,GLE,Coupe 43 AMG 4Matic 2016
2019 BMW X1 sDrive20d xLine,56000,Diesel,2700000.0,2019,BMW,X1,sDrive20d xLine
2020 Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],146000 ,Diesel,2250000.0,2020,Toyota,Innova Crysta,2.4 ZX 7 STR [2016-2020]
2018 Mercedes-Benz GLC 220 d Progressive,70000,Diesel,3600000.0,2018,Mercedes-Benz,GLC,220 d Progressive
2017 Porsche Cayenne S Diesel,81000,Diesel,5800000.0,2017,Porsche,Cayenne,S Diesel
2022 Tata Safari XZA Plus,37000,Diesel,1900000.0,2022,Tata,Safari,XZA Plus
2022 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],20000,Diesel,1700000.0,2022,Mahindra,Thar,LX Hard Top Diesel AT 4WD [2023]
2018 Audi Q3 35 TDI quattro Technology,61000,Diesel,2400000.0,2018,Audi,Q3,35 TDI quattro Technology
2016 Mercedes-Benz GLE 250 d,84000,Diesel,3000000.0,2016,Mercedes-Benz,GLE,250 d
2017 BMW X5 xDrive 30d Expedition,157000 ,Diesel,2200000.0,2017,BMW,X5,xDrive 30d Expedition
2022 Mercedes-Benz GLS 400d 4MATIC [2020-2023],62000,Diesel,11500000.0,2022,Mercedes-Benz,GLS,400d 4MATIC [2020-2023]
2018 Volvo S90 D4 Inscription,98000,Diesel,2400000.0,2018,Volvo,S90,D4 Inscription
2022 Isuzu D-Max V-Cross V-Cross Z 4x2 AT [2021],48000,Diesel,2100000.0,2022,Isuzu,D-Max,V-Cross V-Cross Z 4x2 AT [2021]
2016 Audi Q3 35 TDI Premium Plus + Sunroof,97000,Diesel,1650000.0,2016,Audi,Q3,35 TDI Premium Plus + Sunroof
2022 Mercedes-Benz E-Class E 220 d Avantgarde,51000,Diesel,3900000.0,2022,Mercedes-Benz,E-Class,E 220 d Avantgarde
2015 BMW X5 xDrive 30d,83000,Diesel,3300000.0,2015,BMW,X5,xDrive 30d
2024 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],11534,Petrol,2291000.0,2024,MG,Hector,Savvy Pro 1.5 Turbo Petrol CVT [2023]
2021 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],23444,Petrol,1538000.0,2021,MG,Astor,Savvy 1.3 Turbo AT S Red [2021-2023]
2023 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],28233,Petrol,1764000.0,2023,MG,Astor,Savvy 1.3 Turbo AT S Red [2021-2023]
2023 MG Hector Plus Sharp Pro 1.5 Turbo Petrol MT 6 STR [2023],12468,Petrol,2381000.0,2023,MG,Hector Plus,Sharp Pro 1.5 Turbo Petrol MT 6 STR [2023]
2020 MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,87116,Diesel,2500000.0,2020,MG,Gloster,Savvy 6 STR 2.0 Twin Turbo 4WD
2023 MG Gloster Savvy 7 STR 2.0 Twin Turbo 4WD,13382,Diesel,4255000.0,2023,MG,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD
2019 BMW X4 xDrive30d M Sport X [2019-2020],100000 ,Diesel,3700000.0,2019,BMW,X4,xDrive30d M Sport X [2019-2020]
2019 Maruti Suzuki Wagon R ZXi 1.2 AMT,60881,Petrol,495000.0,2019,Maruti Suzuki,Wagon R,ZXi 1.2 AMT
2020 Ford Ecosport Titanium 1.5L Ti-VCT AT,12200,Petrol,894999.0,2020,Ford,Ecosport,Titanium 1.5L Ti-VCT AT
2021 BMW X1 sDrive20i xLine,22700,Petrol,2450000.0,2021,BMW,X1,sDrive20i xLine
2019 Hyundai Creta SX 1.6 AT Petrol,74453,Petrol,1300000.0,2019,Hyundai,Creta,SX 1.6 AT Petrol
2011 Audi Q5 2.0 TDI quattro,131265 ,Diesel,1250000.0,2011,Audi,Q5,2.0 TDI quattro
2013 Mercedes-Benz GL-Class 350 CDI,102820 ,Diesel,2800000.0,2013,Mercedes-Benz,GL-Class,350 CDI
2022 Kia EV6 GT Line AWD,22002,Electric,4350000.0,2022,Kia,EV6,GT Line AWD
2021 Toyota Innova Crysta GX 2.4 AT 7 STR,142893 ,Diesel,2100000.0,2021,Toyota,Innova Crysta,GX 2.4 AT 7 STR
2020 Mercedes-Benz C-Class C 220d [2022-2023],51000,Diesel,3095000.0,2020,Mercedes-Benz,C-Class,C 220d [2022-2023]
2019 Land Rover Range Rover Evoque SE,87100,Diesel,2689000.0,2019,Land Rover,Range Rover Evoque,SE
2025 Mercedes-Benz GLA 220d 4MATIC,2100,Diesel,4700000.0,2025,Mercedes-Benz,GLA,220d 4MATIC
2022 Mercedes-Benz C-Class C 200 [2022-2023],34500,Petrol,4800000.0,2022,Mercedes-Benz,C-Class,C 200 [2022-2023]
2013 Mercedes-Benz C-Class 220 BlueEfficiency,48500,Diesel,785000.0,2013,Mercedes-Benz,C-Class,220 BlueEfficiency
2021 Mercedes-Benz S-Class S 350d,27500,Diesel,11000000.0,2021,Mercedes-Benz,S-Class,S 350d
2014 BMW X3 xDrive20d,95000,Diesel,1180000.0,2014,BMW,X3,xDrive20d
2023 Mercedes-Benz GLA 220d [2021-2023],48000,Diesel,3875000.0,2023,Mercedes-Benz,GLA,220d [2021-2023]
2017 Ford Endeavour Titanium 3.2 4x4 AT,206814 ,Diesel,2250000.0,2017,Ford,Endeavour,Titanium 3.2 4x4 AT
2017 Mercedes-Benz E-Class E 220 d Avantgarde,86731,Diesel,3750000.0,2017,Mercedes-Benz,E-Class,E 220 d Avantgarde
2021 Mercedes-Benz E-Class 4 MATIC,21000,Petrol,8200000.0,2021,Mercedes-Benz,E-Class,4 MATIC
2018 Mercedes-Benz GLE 250 d,29000,Diesel,4500000.0,2018,Mercedes-Benz,GLE,250 d
2017 Mercedes-Benz C-Class C 220d,90500,Diesel,1850000.0,2017,Mercedes-Benz,C-Class,C 220d
2024 Mercedes-Benz AMG GLC 43 Coupe 4MATIC,8500,Petrol,8884000.0,2024,Mercedes-Benz,AMG,GLC 43 Coupe 4MATIC
2023 Skoda Slavia Ambition 1.5L TSI DSG,36000,Petrol,1500000.0,2023,Skoda,Slavia,Ambition 1.5L TSI DSG
2023 Mercedes-Benz Maybach GLS 600 4MATIC [2021-2023],14000,Petrol,32000000.0,2023,Mercedes-Benz,Maybach,GLS 600 4MATIC [2021-2023]
2019 Mercedes-Benz V-Class Exclusive LWB [2019-2020],34000,Diesel,6500000.0,2019,Mercedes-Benz,V-Class,Exclusive LWB [2019-2020]
2023 Audi Q5 Technology 45 TFSI [2021-2024],17000,Petrol,6000000.0,2023,Audi,Q5,Technology 45 TFSI [2021-2024]
2021 Hyundai Tucson GLS 4WD AT Diesel,34000,Diesel,2400000.0,2021,Hyundai,Tucson,GLS 4WD AT Diesel
2024 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],10922,Petrol,2250000.0,2024,MG,Hector,Savvy Pro 1.5 Turbo Petrol CVT [2023]
2022 Kia Seltos GTX Plus 1.4 [2020-2021],24080,Petrol,1486000.0,2022,Kia,Seltos,GTX Plus 1.4 [2020-2021]
2022 Kia Seltos GTX Plus 1.4 DCT,30201,Petrol,1561000.0,2022,Kia,Seltos,GTX Plus 1.4 DCT
2022 Kia Carens Luxury Plus 1.5 Diesel 7 STR,35000,Diesel,1675000.0,2022,Kia,Carens,Luxury Plus 1.5 Diesel 7 STR
2022 Mercedes-Benz GLA 220d [2021-2023],71300,Diesel,3600000.0,2022,Mercedes-Benz,GLA,220d [2021-2023]
2023 Mercedes-Benz E-Class E 200,32100,Petrol,6200000.0,2023,Mercedes-Benz,E-Class,E 200
2023 Skoda Kushaq Style 1.0L TSI MT,27000,Petrol,1044999.0,2023,Skoda,Kushaq,Style 1.0L TSI MT
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,88000,Diesel,2795000.0,2019,Ford,Endeavour,Titanium Plus 3.2 4x4 AT
2022 Skoda Octavia L&K 2.0,37700,Petrol,2295000.0,2022,Skoda,Octavia,L&K 2.0
2023 Kia Seltos GTX Plus (S) 1.5 Turbo Petrol DCT [2023-2024],12000,Petrol,1850000.0,2023,Kia,Seltos,GTX Plus (S) 1.5 Turbo Petrol DCT [2023-2024]
2022 MG Hector Plus Sharp 1.5 DCT Petrol,32200,Petrol,1489000.0,2022,MG,Hector Plus,Sharp 1.5 DCT Petrol
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,106100 ,Diesel,2589000.0,2019,Ford,Endeavour,Titanium Plus 3.2 4x4 AT
2024 Mercedes-Benz GLA 200,6500,Petrol,4126000.0,2024,Mercedes-Benz,GLA,200
2022 Mercedes-Benz GLS 400d 4MATIC [2020-2023],32175,Diesel,10000000.0,2022,Mercedes-Benz,GLS,400d 4MATIC [2020-2023]
2023 Mercedes-Benz E-Class E 220d Exclusive,8300,Diesel,5350000.0,2023,Mercedes-Benz,E-Class,E 220d Exclusive
2019 Mercedes-Benz GLA 200 Sport,44600,Petrol,1550000.0,2019,Mercedes-Benz,GLA,200 Sport
2021 Hyundai Verna SX 1.5 MPi,7500,Petrol,825000.0,2021,Hyundai,Verna,SX 1.5 MPi
2020 Hyundai Elite i20 Sportz 1.2 MT [2020-2023],22000,Petrol,599000.0,2020,Hyundai,Elite i20,Sportz 1.2 MT [2020-2023]
2024 Hyundai Exter SX 1.2 MT,16700,Petrol,676000.0,2024,Hyundai,Exter,SX 1.2 MT
2018 Audi Q3 30 TFSI Premium,42400,Petrol,1450000.0,2018,Audi,Q3,30 TFSI Premium
2023 BMW 3-Series 330Li M Sport [2023],23953,Petrol,4199000.0,2023,BMW,3-Series,330Li M Sport [2023]
2025 BMW 3-Series xDrive,3500,Petrol,6800000.0,2025,BMW,3-Series,xDrive
2021 Kia Sonet HTX 1.5 [2020-2021],36800,Diesel,745000.0,2021,Kia,Sonet,HTX 1.5 [2020-2021]
2024 Hyundai Creta SX 1.5 Petrol,13000,Petrol,1349000.0,2024,Hyundai,Creta,SX 1.5 Petrol
2022 Maruti Suzuki Ciaz Sigma Hybrid 1.5 [2018-2020],23000,Petrol,650000.0,2022,Maruti Suzuki,Ciaz,Sigma Hybrid 1.5 [2018-2020]
2024 Kia Sonet HTX 1.0 Turbo Petrol iMT,22000,Petrol,899000.0,2024,Kia,Sonet,HTX 1.0 Turbo Petrol iMT
2019 Honda City V,60331,Petrol,565000.0,2019,Honda,City,V
2020 Hyundai Elantra 2.0 SX (O) AT,36257,Petrol,1050000.0,2020,Hyundai,Elantra,2.0 SX (O) AT
2024 Kia Seltos HTX 1.5 Diesel MT [2024-2025],11000,Diesel,1475000.0,2024,Kia,Seltos,HTX 1.5 Diesel MT [2024-2025]
2023 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],26000,Petrol,1545000.0,2023,MG,Hector,Savvy Pro 1.5 Turbo Petrol CVT [2023]
2024 Kia Seltos HTK Plus 1.5 Petrol CVT,11000,Petrol,1350000.0,2024,Kia,Seltos,HTK Plus 1.5 Petrol CVT
2021 Toyota Innova Crysta 2.4 G 7 STR [2016-2017],89892,Diesel,1499000.0,2021,Toyota,Innova Crysta,2.4 G 7 STR [2016-2017]
2021 Maruti Suzuki Swift VXi [2021-2023],57708,Petrol,499000.0,2021,Maruti Suzuki,Swift,VXi [2021-2023]
2020 Audi A3 35 TDI Premium + Sunroof,59000,Diesel,1852000.0,2020,Audi,A3,35 TDI Premium + Sunroof
2016 BMW X5 xDrive 30d,73000,Diesel,2552000.0,2016,BMW,X5,xDrive 30d
2020 Maruti Suzuki Wagon R VXi 1.0 [2019-2019],38873,Petrol,449000.0,2020,Maruti Suzuki,Wagon R,VXi 1.0 [2019-2019]
2021 Skoda Kushaq Ambition 1.0L TSI MT,41080,Petrol,799000.0,2021,Skoda,Kushaq,Ambition 1.0L TSI MT
2017 Renault Kwid RXT [2015-2019],58245,Petrol,243000.0,2017,Renault,Kwid,RXT [2015-2019]
2021 Hyundai Elite i20 Asta (O) 1.0 Turbo DCT [2020-2023],49172,Petrol,762000.0,2021,Hyundai,Elite i20,Asta (O) 1.0 Turbo DCT [2020-2023]
2023 Kia Sonet HTK Plus 1.0 iMT [2020-2021],22000,Petrol,746000.0,2023,Kia,Sonet,HTK Plus 1.0 iMT [2020-2021]
2020 Honda City ZX CVT Petrol,78000,Petrol,860000.0,2020,Honda,City,ZX CVT Petrol
2022 Hyundai Grand i10 NIOS Magna 1.2 Kappa VTVT,47000,Petrol,480000.0,2022,Hyundai,Grand i10 Nios,Magna 1.2 Kappa VTVT
2022 Maruti Suzuki DZire ZXi AGS,29328,Petrol,633000.0,2022,Maruti Suzuki,DZire,ZXi AGS
2021 Hyundai Creta SX (O) 1.5 Petrol CVT [2020-2022],52584,Petrol,1145000.0,2021,Hyundai,Creta,SX (O) 1.5 Petrol CVT [2020-2022]
2021 Honda Amaze VX CVT 1.2 Petrol [2021],43000,Petrol,535000.0,2021,Honda,Amaze,VX CVT 1.2 Petrol [2021]
2023 Honda City ZX Petrol MT [2023-2025],1600,Petrol,1193000.0,2023,Honda,City,ZX Petrol MT [2023-2025]
2013 Skoda Superb Elegance TSI AT,22000,Petrol,399000.0,2013,Skoda,Superb,Elegance TSI AT
2024 Hyundai Exter S 1.2 AMT [2023-2025],19000,Petrol,699000.0,2024,Hyundai,Exter,S 1.2 AMT [2023-2025]
2013 Mercedes-Benz B-class B180 CDI,65000,Diesel,449000.0,2013,Mercedes-Benz,B-class,B180 CDI
2025 Tata Nexon Creative Plus (S) 1.2 6AMT Dark Edition,800,Petrol,1099000.0,2025,Tata,Nexon,Creative Plus (S) 1.2 6AMT Dark Edition
2024 Tata Nexon Creative Plus 1.2 Petrol 7DCA Dark Edition [2023-2025],5000,Petrol,1147000.0,2024,Tata,Nexon,Creative Plus 1.2 Petrol 7DCA Dark Edition [2023-2025]
2024 Volkswagen Taigun Topline 1.0 TSI MT (Electric Seats),9000,Petrol,1325000.0,2024,Volkswagen,Taigun,Topline 1.0 TSI MT (Electric Seats)
2016 Jaguar XE Portfolio,45000,Petrol,1335000.0,2016,Jaguar,XE,Portfolio
2018 Maruti Suzuki DZire ZXi Plus AMT,53530,Petrol,531000.0,2018,Maruti Suzuki,DZire,ZXi Plus AMT
2024 Tata Altroz XM (S) Petrol,5900,Petrol,679000.0,2024,Tata,Altroz,XM (S) Petrol
2021 Hyundai Aura S 1.2 Petrol,64000,Petrol,488999.0,2021,Hyundai,Aura,S 1.2 Petrol
2022 Renault Triber RXT [2019-2020],58000,Petrol,499000.0,2022,Renault,Triber,RXT [2019-2020]
2021 Maruti Suzuki Baleno Delta 1.2,15000,Petrol,539000.0,2021,Maruti Suzuki,Baleno,Delta 1.2
2022 Renault Triber RXL [2019-2020],45000,Petrol,499000.0,2022,Renault,Triber,RXL [2019-2020]
2017 Maruti Suzuki Ciaz Delta 1.4 AT,25000,Petrol,398000.0,2017,Maruti Suzuki,Ciaz,Delta 1.4 AT
2015 Ford Ecosport Titanium 1.0 Ecoboost,28000,Petrol,349000.0,2015,Ford,Ecosport,Titanium 1.0 Ecoboost
2020 Maruti Suzuki DZire ZXi Plus AGS [2020-2023],44483,Petrol,600000.0,2020,Maruti Suzuki,DZire,ZXi Plus AGS [2020-2023]
2019 Hyundai Verna Fluidic 1.6 VTVT SX,76993,Petrol,583000.0,2019,Hyundai,Verna,Fluidic 1.6 VTVT SX
2020 Renault Triber RXZ EASY-R AMT,31000,Petrol,499000.0,2020,Renault,Triber,RXZ EASY-R AMT
2021 Hyundai Verna SX 1.5 MPi,25393,Petrol,881000.0,2021,Hyundai,Verna,SX 1.5 MPi
2022 Renault Kwid RXL 0.8,13926,Petrol,357000.0,2022,Renault,Kwid,RXL 0.8
2021 Hyundai Verna SX (O)1.5 MPi,61487,Petrol,871000.0,2021,Hyundai,Verna,SX (O)1.5 MPi
2019 Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],61092,Petrol,578000.0,2019,Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 [2018-2020]
2022 Honda City ZX CVT Petrol [2017-2019],21498,Petrol,1152000.0,2022,Honda,City,ZX CVT Petrol [2017-2019]
2019 Renault Kwid RXL,32528,Petrol,254999.0,2019,Renault,Kwid,RXL
2018 Honda City VX CVT Petrol,70000,Petrol,499000.0,2018,Honda,City,VX CVT Petrol
2019 Skoda Rapid Ambition 1.6 MPI AT,37800,Petrol,525000.0,2019,Skoda,Rapid,Ambition 1.6 MPI AT
2019 Jeep Compass Limited Plus Diesel [2018-2020],46000,Diesel,949000.0,2019,Jeep,Compass,Limited Plus Diesel [2018-2020]
2021 Hyundai Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,16000,Petrol,549000.0,2021,Hyundai,Grand i10 Nios,Sportz AMT 1.2 Kappa VTVT
2015 Maruti Suzuki Wagon R VXI,42000,Petrol,249000.0,2015,Maruti Suzuki,Wagon R,VXI
2020 Toyota Glanza G,26000,Petrol,549000.0,2020,Toyota,Glanza,G
2023 Hyundai Exter SX (O) Connect 1.2 MT,15628,Petrol,699000.0,2023,Hyundai,Exter,SX (O) Connect 1.2 MT
2022 Renault Kiger RXL MT,33000,Petrol,455000.0,2022,Renault,Kiger,RXL MT
2021 Hyundai Elite i20 Magna 1.2 MT [2020-2023],63264,Petrol,535000.0,2021,Hyundai,Elite i20,Magna 1.2 MT [2020-2023]
2018 Tata Tiago Revotron XZ,42000,Petrol,379000.0,2018,Tata,Tiago,Revotron XZ
2016 Renault Kwid 1.0 RXT [2016-2019],25000,Petrol,199000.0,2016,Renault,Kwid,1.0 RXT [2016-2019]
2022 Mahindra Scorpio S11 Diesel Turbo Manual 7 STR,86000,Diesel,1375000.0,2022,Mahindra,Scorpio,S11 Diesel Turbo Manual 7 STR
2022 Maruti Suzuki Celerio VXi [2017-2019],27493,Petrol,490000.0,2022,Maruti Suzuki,Celerio,VXi [2017-2019]
2023 Volkswagen Taigun Comfortline 1.0 TSI MT,33000,Petrol,848000.0,2023,Volkswagen,Taigun,Comfortline 1.0 TSI MT
2018 Honda BR-V VX Petrol,50000,Petrol,575000.0,2018,Honda,BR-V,VX Petrol
2021 Skoda Kushaq Style 1.0L TSI AT,19731,Petrol,1021000.0,2021,Skoda,Kushaq,Style 1.0L TSI AT
2021 Mahindra Scorpio S5 2WD 7 STR,84000,Diesel,1049000.0,2021,Mahindra,Scorpio,S5 2WD 7 STR
2023 Honda Amaze 1.2 VX CVT Petrol [2019-2020],28000,Petrol,725000.0,2023,Honda,Amaze,1.2 VX CVT Petrol [2019-2020]
2013 Honda City 1.5 S MT,59000,Petrol,265000.0,2013,Honda,City,1.5 S MT
2014 Nissan Micra XE Diesel [2013-2016],75000,Diesel,199000.0,2014,Nissan,Micra,XE Diesel [2013-2016]
2017 Toyota Innova Crysta 2.4 G 8 STR [2016-2017],85000,Diesel,1199000.0,2017,Toyota,Innova Crysta,2.4 G 8 STR [2016-2017]
2019 Tata Tiago Revotron XTA [2017-2019],43000,Petrol,360000.0,2019,Tata,Tiago,Revotron XTA [2017-2019]
2017 Hyundai Eon Magna +,17000,Petrol,239000.0,2017,Hyundai,Eon,Magna +
2011 Hyundai i10 Magna 1.2 Kappa2,52000,Petrol,149000.0,2011,Hyundai,i10,Magna 1.2 Kappa2
2015 Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],27534,Petrol,300000.0,2015,Hyundai,Grand i10,Asta 1.2 Kappa VTVT (O) [2013-2017]
2015 Nissan Sunny XV D,50000,Diesel,260000.0,2015,Nissan,Sunny,XV D
2014 Toyota Etios 1.5 V,62000,Petrol,299000.0,2014,Toyota,Etios,1.5 V
2020 Kia Sonet HTE 1.2 [2020-2021],56000,Petrol,529000.0,2020,Kia,Sonet,HTE 1.2 [2020-2021]
2017 Renault Kwid CLIMBER 1.0 [2017-2019],68000,Petrol,249000.0,2017,Renault,Kwid,CLIMBER 1.0 [2017-2019]
2020 Hyundai Grand i10 NIOS Corporate Edition MT,32000,Petrol,495000.0,2020,Hyundai,Grand i10 Nios,Corporate Edition MT
2018 Hyundai Elite i20 Asta 1.2,61109,Petrol,499000.0,2018,Hyundai,Elite i20,Asta 1.2
2021 Hyundai Venue SX 1.5 Diesel,76583,Diesel,759000.0,2021,Hyundai,Venue,SX 1.5 Diesel
2021 Hyundai Creta EX 1.5 Petrol [2020-2022],50649,Petrol,780000.0,2021,Hyundai,Creta,EX 1.5 Petrol [2020-2022]
2016 Maruti Suzuki Ciaz ZXI+,58145,Petrol,422000.0,2016,Maruti Suzuki,Ciaz,ZXI+
2022 Renault Kwid CLIMBER 1.0 MT Dual Tone [2024-2025],7922,Petrol,443000.0,2022,Renault,Kwid,CLIMBER 1.0 MT Dual Tone [2024-2025]
2022 Honda City V Petrol,25493,Petrol,869000.0,2022,Honda,City,V Petrol
2022 Renault Kwid CLIMBER 1.0 (O),39838,Petrol,398000.0,2022,Renault,Kwid,CLIMBER 1.0 (O)
2020 Renault Triber RXZ EASY-R AMT,22042,Petrol,540000.0,2020,Renault,Triber,RXZ EASY-R AMT
